customer_id,signup_date,country,acquisition_channel,is_subscribed
3330,2023-04-27,ES,Organic,0
3331,2023-01-02,IT,Organic,0
3332,2023-04-03,US,Organic,1
3333,2023-06-15,FR,Organic,1
3334,2023-12-16,UK,Organic,1
3335,2023-10-23,DE,Social,1
3336,2023-09-15,UK,Organic,0
3337,2023-03-22,US,Organic,1
3338,2023-09-25,DE,Referral,0
3339,2023-08-23,UK,Email,0
3340,2023-11-17,UK,Organic,1
3341,2023-11-07,UK,Email,1
3342,2023-10-28,UK,Organic,0
3343,2023-12-23,UK,Organic,0
3344,2023-08-01,UK,Organic,0
3345,2023-03-03,UK,Paid Ads,1
3346,2023-02-18,UK,Organic,1
3347,2023-05-07,NL,Referral,0
3348,2023-08-11,UK,Organic,1
3349,2023-10-06,UK,Referral,0
3350,2023-10-21,US,Organic,1
3351,2023-10-11,IT,Paid Ads,0
3352,2023-10-04,FR,Paid Ads,1
3353,2023-04-17,UK,Referral,0
3354,2023-05-26,DE,Organic,0
3355,2023-04-09,FR,Email,0
3356,2023-03-14,FR,Referral,1
3357,2023-05-02,FR,Organic,1
3358,2023-01-30,IT,Social,1
3359,2023-07-07,IT,Referral,0
3360,2023-12-30,DE,Paid Ads,0
3361,2023-12-20,US,Organic,0
3362,2023-10-15,DE,Paid Ads,1
3363,2023-07-14,ES,Organic,0
3364,2023-06-05,UK,Paid Ads,1
3365,2023-06-21,NL,Paid Ads,1
3366,2023-12-01,UK,Referral,0
3367,2023-02-10,US,Organic,1
3368,2023-03-04,IT,Email,0
3369,2023-01-23,UK,Organic,0
3370,2023-12-26,US,Paid Ads,0
3371,2023-03-16,UK,Email,0
3372,2023-02-17,US,Paid Ads,1
3373,2023-06-09,UK,Organic,0
3374,2023-11-09,US,Organic,1
3375,2023-04-28,US,Organic,1
3376,2023-04-10,NL,Paid Ads,0
3377,2023-06-16,NL,Organic,0
3378,2023-10-17,UK,Referral,1
3379,2023-06-05,FR,Paid Ads,1
3380,2023-01-07,UK,Organic,0
3381,2023-07-15,UK,Organic,1
3382,2023-02-25,UK,Organic,0
3383,2023-11-17,NL,Organic,1
3384,2023-07-12,IT,Paid Ads,1
3385,2023-02-16,UK,Paid Ads,0
3386,2023-05-28,UK,Email,0
3387,2023-10-02,UK,Organic,0
3388,2023-06-06,US,Social,0
3389,2023-07-21,DE,Organic,1
3390,2023-05-06,UK,Organic,0
3391,2023-11-01,ES,Referral,1
3392,2023-10-21,UK,Email,0
3393,2023-03-05,IT,Organic,0
3394,2023-11-21,FR,Referral,1
3395,2023-06-25,US,Email,1
3396,2023-04-26,ES,Email,0
3397,2023-07-23,ES,Organic,1
3398,2023-11-17,UK,Email,0
3399,2023-01-31,UK,Email,1
3400,2023-04-23,IT,Referral,1
3401,2023-12-31,UK,Email,1
3402,2023-11-21,UK,Social,1
3403,2023-12-10,US,Paid Ads,0
3404,2023-03-08,ES,Organic,0
3405,2023-03-16,ES,Paid Ads,0
3406,2023-02-14,IT,Organic,1
3407,2023-09-17,US,Organic,0
3408,2023-06-03,UK,Paid Ads,1
3409,2023-06-04,DE,Organic,0
3410,2023-12-29,ES,Referral,1
3411,2023-08-22,UK,Email,0
3412,2023-02-20,UK,Paid Ads,0
3413,2023-11-02,UK,Social,1
3414,2023-09-19,DE,Organic,1
3415,2023-11-11,IT,Email,0
3416,2023-05-05,FR,Email,1
3417,2023-09-02,NL,Organic,0
3418,2023-01-30,UK,Organic,0
3419,2023-05-02,IT,Organic,0
3420,2023-05-05,ES,Email,0
3421,2023-02-06,UK,Email,1
3422,2023-06-19,NL,Organic,1
3423,2023-05-04,UK,Paid Ads,1
3424,2023-12-23,IT,Organic,0
3425,2023-02-04,IT,Paid Ads,0
3426,2023-03-28,ES,Social,0
3427,2023-05-14,DE,Organic,0
3428,2023-07-15,UK,Social,0
3429,2023-10-01,US,Email,0
3430,2023-07-20,US,Social,1
3431,2023-10-12,ES,Organic,0
3432,2023-03-18,ES,Organic,0
3433,2023-02-28,IT,Organic,1
3434,2023-05-06,UK,Referral,1
3435,2023-04-19,ES,Paid Ads,1
3436,2023-08-12,IT,Organic,0
3437,2023-10-05,ES,Email,0
3438,2023-03-09,UK,Organic,1
3439,2023-03-10,UK,Organic,0
3440,2023-06-14,UK,Paid Ads,1
3441,2023-11-01,DE,Organic,0
3442,2023-06-11,DE,Organic,0
3443,2023-12-31,NL,Organic,0
3444,2023-12-08,US,Email,1
3445,2023-11-05,UK,Email,0
3446,2023-12-09,DE,Paid Ads,1
3447,2023-02-11,ES,Referral,1
3448,2023-12-20,IT,Paid Ads,0
3449,2023-04-19,ES,Organic,0
3450,2023-02-20,US,Referral,0
3451,2023-09-07,DE,Referral,0
3452,2023-12-07,IT,Paid Ads,0
3453,2023-01-21,US,Paid Ads,1
3454,2023-10-27,UK,Referral,1
3455,2023-05-19,UK,Organic,0
3456,2023-12-25,UK,Email,1
3457,2023-11-20,FR,Organic,0
3458,2023-04-02,UK,Email,0
3459,2023-10-07,UK,Organic,0
3460,2023-05-05,UK,Organic,0
3461,2023-04-21,DE,Paid Ads,0
3462,2023-12-20,US,Organic,1
3463,2023-05-19,FR,Email,0
3464,2023-09-30,UK,Paid Ads,0
3465,2023-04-09,UK,Referral,0
3466,2023-09-09,US,Organic,1
3467,2023-12-04,UK,Organic,0
3468,2023-04-14,UK,Organic,1
3469,2023-08-02,UK,Paid Ads,1
3470,2023-09-06,IT,Referral,0
3471,2023-06-01,FR,Paid Ads,1
3472,2023-09-07,UK,Social,0
3473,2023-10-02,UK,Referral,0
3474,2023-06-14,NL,Social,1
3475,2023-12-07,FR,Organic,0
3476,2023-01-08,US,Organic,1
3477,2023-10-11,FR,Organic,0
3478,2023-01-05,ES,Organic,1
3479,2023-05-25,ES,Paid Ads,1
3480,2023-04-11,US,Paid Ads,0
3481,2023-06-13,US,Paid Ads,0
3482,2023-05-27,UK,Referral,0
3483,2023-03-05,IT,Social,1
3484,2023-04-01,DE,Email,1
3485,2023-04-27,UK,Organic,0
3486,2023-12-20,IT,Organic,0
3487,2023-09-24,IT,Organic,1
3488,2023-11-06,NL,Organic,1
3489,2023-06-22,IT,Paid Ads,1
3490,2023-02-16,NL,Paid Ads,1
3491,2023-05-20,UK,Organic,0
3492,2023-09-03,ES,Referral,1
3493,2023-05-29,ES,Referral,1
3494,2023-09-03,UK,Organic,1
3495,2023-01-05,UK,Organic,1
3496,2023-07-03,NL,Email,1
3497,2023-01-20,UK,Paid Ads,0
3498,2023-02-15,IT,Organic,0
3499,2023-01-12,UK,Organic,1
3500,2023-03-11,UK,Organic,0
3501,2023-01-17,US,Organic,0
3502,2023-05-27,UK,Email,1
3503,2023-06-03,FR,Organic,1
3504,2023-10-31,DE,Organic,1
3505,2023-04-18,UK,Organic,0
3506,2023-08-24,UK,Email,0
3507,2023-11-04,US,Organic,1
3508,2023-12-18,UK,Organic,0
3509,2023-03-11,ES,Paid Ads,0
3510,2023-07-02,US,Paid Ads,1
3511,2023-09-07,UK,Organic,0
3512,2023-08-16,US,Organic,1
3513,2023-04-12,UK,Email,0
3514,2023-03-16,UK,Social,1
3515,2023-08-04,UK,Organic,0
3516,2023-07-22,IT,Organic,1
3517,2023-07-11,IT,Organic,0
3518,2023-09-06,ES,Email,1
3519,2023-08-30,UK,Paid Ads,0
3520,2023-06-28,UK,Email,1
3521,2023-08-07,US,Referral,1
3522,2023-03-23,FR,Social,1
3523,2023-04-02,NL,Email,1
3524,2023-06-24,UK,Email,0
3525,2023-08-27,UK,Paid Ads,0
3526,2023-09-17,FR,Organic,0
3527,2023-12-31,ES,Paid Ads,0
3528,2023-06-12,ES,Paid Ads,1
3529,2023-02-17,FR,Paid Ads,1
3530,2023-11-25,NL,Organic,0
3531,2023-11-24,US,Referral,0
3532,2023-04-26,IT,Paid Ads,0
3533,2023-12-03,NL,Paid Ads,1
3534,2023-12-03,ES,Organic,1
3535,2023-08-13,UK,Paid Ads,1
3536,2023-12-18,UK,Organic,1
3537,2023-11-24,US,Email,0
3538,2023-05-27,US,Paid Ads,1
3539,2023-03-04,IT,Organic,0
3540,2023-10-21,UK,Organic,0
3541,2023-11-19,UK,Referral,0
3542,2023-11-21,ES,Organic,0
3543,2023-01-13,UK,Social,1
3544,2023-07-08,UK,Paid Ads,0
3545,2023-10-14,US,Organic,1
3546,2023-07-27,DE,Referral,0
3547,2023-04-24,UK,Organic,1
3548,2023-01-22,IT,Email,1
3549,2023-12-15,US,Organic,1
3550,2023-08-02,IT,Social,1
3551,2023-06-20,US,Paid Ads,0
3552,2023-11-19,UK,Email,0
3553,2023-02-23,UK,Organic,0
3554,2023-10-25,UK,Organic,0
3555,2023-11-16,US,Referral,0
3556,2023-05-06,UK,Referral,1
3557,2023-10-04,US,Organic,0
3558,2023-07-23,DE,Organic,0
3559,2023-07-13,UK,Organic,0
3560,2023-06-18,UK,Paid Ads,0
3561,2023-06-01,ES,Organic,0
3562,2023-02-04,IT,Organic,1
3563,2023-07-03,UK,Organic,0
3564,2023-10-13,UK,Paid Ads,0
3565,2023-02-26,NL,Organic,0
3566,2023-08-10,UK,Social,0
3567,2023-10-30,NL,Organic,1
3568,2023-06-12,UK,Social,1
3569,2023-01-19,IT,Paid Ads,1
3570,2023-09-21,UK,Organic,0
3571,2023-10-09,IT,Organic,1
3572,2023-04-23,UK,Paid Ads,0
3573,2023-11-23,FR,Referral,0
3574,2023-01-30,UK,Paid Ads,0
3575,2023-05-15,UK,Organic,1
3576,2023-03-08,ES,Social,1
3577,2023-03-06,US,Social,0
3578,2023-10-19,IT,Paid Ads,0
3579,2023-01-25,US,Paid Ads,0
3580,2023-02-06,IT,Paid Ads,0
3581,2023-01-01,US,Organic,1
3582,2023-02-06,NL,Organic,1
3583,2023-05-21,NL,Paid Ads,0
3584,2023-08-20,UK,Email,0
3585,2023-05-16,IT,Organic,1
3586,2023-07-07,ES,Paid Ads,0
3587,2023-05-08,UK,Email,0
3588,2023-07-20,DE,Organic,1
3589,2023-05-07,UK,Organic,0
3590,2023-09-14,ES,Email,0
3591,2023-06-13,UK,Organic,0
3592,2023-02-04,UK,Organic,1
3593,2023-07-13,US,Organic,1
3594,2023-07-10,DE,Organic,1
3595,2023-04-14,IT,Email,1
3596,2023-01-23,NL,Paid Ads,1
3597,2023-09-22,US,Paid Ads,0
3598,2023-10-17,UK,Paid Ads,1
3599,2023-09-17,FR,Social,0
3600,2023-12-24,DE,Organic,0
3601,2023-03-16,US,Organic,1
3602,2023-12-21,UK,Social,0
3603,2023-03-13,US,Social,0
3604,2023-09-16,UK,Organic,0
3605,2023-07-07,ES,Organic,1
3606,2023-06-22,US,Paid Ads,0
3607,2023-10-17,IT,Organic,1
3608,2023-02-14,US,Referral,0
3609,2023-03-02,UK,Organic,0
3610,2023-03-24,IT,Organic,1
3611,2023-05-03,DE,Paid Ads,1
3612,2023-12-24,UK,Social,0
3613,2023-01-16,DE,Paid Ads,0
3614,2023-03-07,US,Organic,0
3615,2023-05-25,ES,Social,1
3616,2023-06-11,US,Paid Ads,1
3617,2023-08-22,FR,Organic,1
3618,2023-05-24,UK,Organic,0
3619,2023-12-24,US,Organic,1
3620,2023-07-07,NL,Paid Ads,1
3621,2023-11-18,ES,Paid Ads,0
3622,2023-01-13,UK,Organic,0
3623,2023-07-03,UK,Organic,0
3624,2023-04-21,UK,Organic,0
3625,2023-10-17,FR,Paid Ads,0
3626,2023-10-22,ES,Organic,1
3627,2023-08-03,FR,Organic,0
3628,2023-04-30,US,Social,0
3629,2023-02-24,ES,Paid Ads,0
3630,2023-01-27,US,Organic,1
3631,2023-04-28,UK,Referral,0
3632,2023-08-09,DE,Organic,0
3633,2023-08-19,NL,Referral,0
3634,2023-02-22,ES,Referral,0
3635,2023-10-22,DE,Referral,0
3636,2023-11-17,DE,Referral,1
3637,2023-08-21,IT,Organic,0
3638,2023-06-07,US,Referral,0
3639,2023-09-26,UK,Organic,1
3640,2023-01-21,NL,Organic,1
3641,2023-02-22,IT,Social,0
3642,2023-10-02,UK,Paid Ads,1
3643,2023-11-09,US,Social,0
3644,2023-10-08,US,Organic,1
3645,2023-08-02,UK,Paid Ads,0
3646,2023-01-31,NL,Organic,0
3647,2023-12-03,US,Paid Ads,1
3648,2023-07-02,IT,Organic,1
3649,2023-01-23,UK,Organic,1
3650,2023-02-01,US,Organic,1
3651,2023-03-15,UK,Referral,0
3652,2023-01-10,ES,Organic,1
3653,2023-02-23,DE,Email,0
3654,2023-02-21,DE,Organic,0
3655,2023-05-28,UK,Organic,1
3656,2023-06-09,UK,Organic,1
3657,2023-01-14,UK,Social,1
3658,2023-06-27,UK,Organic,0
3659,2023-02-22,DE,Organic,1
3660,2023-12-01,DE,Email,1
3661,2023-01-22,DE,Organic,1
3662,2023-01-30,US,Referral,0
3663,2023-07-10,UK,Organic,0
3664,2023-09-17,UK,Paid Ads,0
3665,2023-07-24,UK,Organic,1
3666,2023-02-28,ES,Paid Ads,1
3667,2023-09-21,DE,Email,1
3668,2023-01-12,UK,Email,0
3669,2023-04-29,UK,Paid Ads,1
3670,2023-10-17,IT,Social,0
3671,2023-12-04,FR,Organic,1
3672,2023-09-05,FR,Organic,0
3673,2023-12-20,US,Paid Ads,1
3674,2023-05-07,UK,Paid Ads,0
3675,2023-03-16,NL,Organic,0
3676,2023-12-27,ES,Paid Ads,1
3677,2023-07-23,UK,Organic,0
3678,2023-02-18,ES,Referral,0
3679,2023-03-20,ES,Email,0
3680,2023-08-29,UK,Paid Ads,1
3681,2023-12-15,US,Organic,1
3682,2023-06-03,UK,Paid Ads,0
3683,2023-10-01,UK,Referral,1
3684,2023-04-06,FR,Organic,0
3685,2023-08-02,UK,Paid Ads,0
3686,2023-10-21,ES,Social,0
3687,2023-07-28,NL,Organic,1
3688,2023-12-09,UK,Organic,0
3689,2023-03-29,US,Organic,0
3690,2023-11-02,ES,Paid Ads,0
3691,2023-09-21,ES,Social,1
3692,2023-11-21,ES,Paid Ads,0
3693,2023-11-16,UK,Organic,1
3694,2023-06-06,US,Paid Ads,1
3695,2023-06-05,DE,Paid Ads,0
3696,2023-05-19,NL,Paid Ads,0
3697,2023-05-01,UK,Organic,1
3698,2023-03-06,IT,Paid Ads,0
3699,2023-04-17,UK,Paid Ads,1
3700,2023-05-27,NL,Organic,1
3701,2023-05-17,FR,Paid Ads,0
3702,2023-06-11,US,Social,1
3703,2023-04-10,DE,Organic,0
3704,2023-12-04,UK,Social,0
3705,2023-11-03,UK,Organic,1
3706,2023-05-21,UK,Referral,0
3707,2023-03-24,UK,Organic,1
3708,2023-06-26,UK,Organic,0
3709,2023-07-17,ES,Paid Ads,0
3710,2023-04-22,DE,Paid Ads,0
3711,2023-02-25,UK,Email,1
3712,2023-06-28,IT,Paid Ads,1
3713,2023-07-05,DE,Paid Ads,1
3714,2023-08-06,NL,Social,0
3715,2023-11-12,FR,Paid Ads,0
3716,2023-08-05,UK,Organic,1
3717,2023-04-30,US,Organic,1
3718,2023-06-24,DE,Organic,0
3719,2023-01-23,UK,Referral,1
3720,2023-08-01,UK,Organic,1
3721,2023-08-23,UK,Organic,0
3722,2023-01-13,UK,Organic,1
3723,2023-04-11,US,Paid Ads,0
3724,2023-01-24,US,Organic,1
3725,2023-12-30,UK,Organic,1
3726,2023-01-11,FR,Paid Ads,0
3727,2023-09-30,DE,Email,0
3728,2023-10-08,UK,Organic,0
3729,2023-04-04,UK,Paid Ads,1
3730,2023-07-20,UK,Organic,0
3731,2023-01-21,US,Social,0
3732,2023-12-06,UK,Organic,1
3733,2023-07-30,US,Social,0
3734,2023-05-20,DE,Social,0
3735,2023-10-20,US,Email,0
3736,2023-10-25,UK,Organic,0
3737,2023-04-11,UK,Paid Ads,1
3738,2023-10-31,DE,Organic,0
3739,2023-12-25,IT,Email,0
3740,2023-01-28,ES,Email,1
3741,2023-02-10,DE,Social,0
3742,2023-12-21,US,Paid Ads,1
3743,2023-10-30,US,Paid Ads,1
3744,2023-05-26,IT,Paid Ads,1
3745,2023-09-13,UK,Organic,0
3746,2023-08-15,NL,Paid Ads,0
3747,2023-08-24,FR,Paid Ads,1
3748,2023-12-27,FR,Social,0
3749,2023-01-13,UK,Paid Ads,1
3750,2023-07-29,DE,Email,0
3751,2023-08-17,US,Email,0
3752,2023-04-10,UK,Paid Ads,0
3753,2023-01-31,UK,Organic,0
3754,2023-01-16,IT,Paid Ads,0
3755,2023-05-17,US,Paid Ads,0
3756,2023-11-25,US,Organic,0
3757,2023-06-15,UK,Organic,0
3758,2023-11-06,FR,Social,0
3759,2023-04-10,FR,Organic,0
3760,2023-04-19,DE,Referral,0
3761,2023-12-09,US,Email,0
3762,2023-06-22,US,Paid Ads,0
3763,2023-08-25,DE,Paid Ads,1
3764,2023-06-11,UK,Referral,1
3765,2023-08-04,IT,Paid Ads,0
3766,2023-09-21,DE,Organic,0
3767,2023-09-20,UK,Social,0
3768,2023-10-19,US,Paid Ads,1
3769,2023-10-01,ES,Referral,1
3770,2023-01-03,UK,Paid Ads,0
3771,2023-01-28,UK,Organic,1
3772,2023-11-22,FR,Social,1
3773,2023-05-29,UK,Email,1
3774,2023-01-28,ES,Organic,0
3775,2023-11-06,UK,Social,0
3776,2023-03-06,ES,Referral,0
3777,2023-12-22,UK,Paid Ads,1
3778,2023-01-21,UK,Paid Ads,0
3779,2023-09-09,IT,Organic,1
3780,2023-08-23,DE,Paid Ads,1
3781,2023-08-15,US,Organic,0
3782,2023-01-13,UK,Paid Ads,1
3783,2023-11-09,DE,Paid Ads,1
3784,2023-02-18,US,Email,1
3785,2023-04-28,NL,Referral,1
3786,2023-02-23,NL,Organic,0
3787,2023-05-18,DE,Email,1
3788,2023-02-22,US,Paid Ads,0
3789,2023-02-13,US,Paid Ads,0
3790,2023-10-30,FR,Organic,1
3791,2023-02-22,UK,Email,0
3792,2023-03-15,UK,Social,0
3793,2023-02-15,UK,Email,0
3794,2023-01-13,UK,Social,0
3795,2023-06-14,UK,Organic,0
3796,2023-04-12,US,Email,1
3797,2023-10-07,ES,Paid Ads,0
3798,2023-09-15,US,Organic,0
3799,2023-12-03,UK,Referral,0
3800,2023-12-22,UK,Referral,0
3801,2023-05-18,DE,Organic,0
3802,2023-06-12,UK,Organic,1
3803,2023-04-21,DE,Organic,0
3804,2023-04-12,NL,Organic,0
3805,2023-01-17,UK,Organic,1
3806,2023-09-25,UK,Organic,1
3807,2023-07-01,US,Organic,0
3808,2023-01-24,NL,Social,0
3809,2023-01-29,ES,Email,1
3810,2023-06-20,IT,Organic,1
3811,2023-08-16,UK,Social,0
3812,2023-07-07,NL,Paid Ads,1
3813,2023-12-12,UK,Paid Ads,1
3814,2023-08-18,UK,Paid Ads,0
3815,2023-11-17,IT,Paid Ads,0
3816,2023-12-06,IT,Organic,0
3817,2023-04-29,UK,Organic,0
3818,2023-06-05,UK,Paid Ads,0
3819,2023-09-29,UK,Paid Ads,0
3820,2023-06-24,UK,Email,1
3821,2023-04-14,UK,Organic,1
3822,2023-04-02,NL,Referral,1
3823,2023-07-05,FR,Paid Ads,0
3824,2023-10-10,ES,Social,0
3825,2023-06-30,ES,Organic,0
3826,2023-06-19,US,Social,0
3827,2023-07-06,ES,Email,0
3828,2023-06-24,DE,Paid Ads,0
3829,2023-08-10,UK,Referral,1
3830,2023-08-21,DE,Organic,0
3831,2023-06-11,US,Social,0
3832,2023-05-14,ES,Organic,0
3833,2023-08-12,NL,Paid Ads,1
3834,2023-06-02,US,Organic,0
3835,2023-02-02,ES,Paid Ads,1
3836,2023-02-24,UK,Paid Ads,0
3837,2023-01-07,ES,Social,0
3838,2023-09-01,US,Paid Ads,1
3839,2023-11-09,UK,Social,1
3840,2023-05-06,US,Paid Ads,0
3841,2023-01-12,DE,Organic,0
3842,2023-01-16,UK,Organic,0
3843,2023-07-27,IT,Referral,0
3844,2023-02-12,UK,Organic,0
3845,2023-05-15,IT,Paid Ads,1
3846,2023-08-16,FR,Organic,0
3847,2023-04-21,UK,Paid Ads,0
3848,2023-11-03,US,Referral,0
3849,2023-06-09,FR,Paid Ads,1
3850,2023-11-27,DE,Organic,1
3851,2023-09-21,FR,Organic,1
3852,2023-08-13,US,Organic,0
3853,2023-08-05,US,Organic,0
3854,2023-02-14,NL,Paid Ads,1
3855,2023-08-02,UK,Paid Ads,1
3856,2023-02-28,US,Organic,1
3857,2023-05-12,UK,Paid Ads,0
3858,2023-04-14,ES,Paid Ads,0
3859,2023-07-14,ES,Organic,0
3860,2023-06-06,UK,Paid Ads,1
3861,2023-04-08,UK,Organic,1
3862,2023-08-14,UK,Paid Ads,0
3863,2023-07-24,US,Email,1
3864,2023-03-20,US,Organic,0
3865,2023-05-04,NL,Paid Ads,1
3866,2023-08-06,US,Paid Ads,1
3867,2023-01-04,UK,Organic,0
3868,2023-03-31,IT,Referral,0
3869,2023-04-14,US,Paid Ads,1
3870,2023-04-29,DE,Paid Ads,0
3871,2023-05-13,UK,Referral,0
3872,2023-11-08,US,Email,1
3873,2023-04-06,IT,Social,1
3874,2023-11-27,DE,Paid Ads,0
3875,2023-05-23,UK,Email,1
3876,2023-10-15,DE,Organic,0
3877,2023-01-28,IT,Paid Ads,0
3878,2023-10-05,UK,Organic,1
3879,2023-08-21,US,Organic,1
3880,2023-01-17,NL,Paid Ads,1
3881,2023-02-28,UK,Referral,1
3882,2023-03-31,FR,Paid Ads,1
3883,2023-07-18,DE,Referral,0
3884,2023-12-28,FR,Paid Ads,0
3885,2023-01-26,US,Paid Ads,0
3886,2023-01-25,UK,Organic,0
3887,2023-10-28,FR,Organic,1
3888,2023-12-05,UK,Organic,1
3889,2023-09-24,US,Paid Ads,1
3890,2023-06-30,UK,Organic,1
3891,2023-12-26,UK,Organic,1
3892,2023-03-09,NL,Referral,0
3893,2023-12-17,US,Paid Ads,0
3894,2023-11-17,NL,Paid Ads,0
3895,2023-02-18,UK,Organic,1
3896,2023-06-24,DE,Paid Ads,0
3897,2023-02-21,UK,Email,0
3898,2023-04-12,ES,Email,1
3899,2023-08-04,ES,Referral,1
3900,2023-07-07,UK,Organic,0
3901,2023-02-26,IT,Referral,0
3902,2023-02-16,UK,Organic,0
3903,2023-06-08,DE,Organic,0
3904,2023-06-23,NL,Organic,1
3905,2023-08-30,IT,Email,1
3906,2023-10-09,NL,Paid Ads,0
3907,2023-08-29,UK,Paid Ads,1
3908,2023-01-05,UK,Referral,1
3909,2023-03-25,UK,Organic,0
3910,2023-11-04,US,Paid Ads,1
3911,2023-12-27,ES,Paid Ads,1
3912,2023-09-05,UK,Paid Ads,0
3913,2023-02-23,FR,Email,1
3914,2023-06-10,UK,Organic,1
3915,2023-08-14,UK,Email,1
3916,2023-01-15,FR,Paid Ads,0
3917,2023-08-12,US,Referral,1
3918,2023-03-02,ES,Paid Ads,1
3919,2023-05-02,UK,Social,0
3920,2023-10-04,ES,Organic,1
3921,2023-02-15,UK,Referral,1
3922,2023-10-21,UK,Paid Ads,0
3923,2023-03-03,FR,Organic,1
3924,2023-03-27,IT,Organic,1
3925,2023-07-29,UK,Email,0
3926,2023-03-19,UK,Organic,0
3927,2023-07-21,US,Organic,0
3928,2023-10-29,UK,Social,0
3929,2023-08-11,ES,Referral,0
3930,2023-08-10,ES,Organic,0
3931,2023-01-03,UK,Paid Ads,1
3932,2023-01-06,US,Paid Ads,1
3933,2023-04-03,ES,Email,0
3934,2023-01-08,UK,Referral,1
3935,2023-08-23,DE,Email,0
3936,2023-04-18,UK,Organic,1
3937,2023-06-10,DE,Paid Ads,1
3938,2023-07-28,UK,Organic,0
3939,2023-08-28,ES,Organic,1
3940,2023-11-27,US,Referral,0
3941,2023-11-29,UK,Organic,1
3942,2023-02-19,ES,Paid Ads,1
3943,2023-01-11,UK,Email,1
3944,2023-12-17,US,Organic,1
3945,2023-06-05,US,Organic,0
3946,2023-03-11,UK,Referral,0
3947,2023-06-18,IT,Social,0
3948,2023-09-29,ES,Referral,0
3949,2023-03-09,UK,Paid Ads,0
3950,2023-12-21,FR,Organic,1
3951,2023-09-09,US,Organic,1
3952,2023-02-17,IT,Referral,0
3953,2023-07-03,UK,Organic,1
3954,2023-11-16,DE,Email,1
3955,2023-07-06,US,Paid Ads,0
3956,2023-03-31,US,Paid Ads,1
3957,2023-11-28,US,Email,1
3958,2023-05-19,UK,Email,1
3959,2023-12-23,ES,Paid Ads,0
3960,2023-03-30,US,Social,1
3961,2023-10-01,NL,Social,0
3962,2023-01-19,UK,Social,1
3963,2023-11-07,FR,Email,0
3964,2023-12-24,IT,Referral,1
3965,2023-06-03,FR,Referral,0
3966,2023-09-17,IT,Organic,0
3967,2023-04-18,ES,Organic,0
3968,2023-10-12,US,Organic,0
3969,2023-02-28,DE,Organic,0
3970,2023-05-05,UK,Paid Ads,1
3971,2023-12-20,US,Organic,0
3972,2023-09-30,UK,Social,0
3973,2023-04-17,FR,Email,0
3974,2023-10-26,US,Organic,1
3975,2023-09-02,US,Organic,1
3976,2023-12-02,UK,Email,1
3977,2023-09-04,NL,Email,1
3978,2023-01-08,UK,Social,0
3979,2023-05-21,UK,Social,1
3980,2023-12-28,UK,Social,1
3981,2023-01-08,NL,Paid Ads,0
3982,2023-12-18,NL,Organic,0
3983,2023-04-04,FR,Email,0
3984,2023-11-17,IT,Organic,1
3985,2023-02-08,UK,Email,1
3986,2023-03-22,NL,Paid Ads,1
3987,2023-07-06,UK,Email,1
3988,2023-03-25,UK,Organic,1
3989,2023-03-29,UK,Paid Ads,1
3990,2023-08-30,DE,Paid Ads,0
3991,2023-12-08,ES,Social,1
3992,2023-04-03,US,Organic,1
3993,2023-03-27,NL,Social,0
3994,2023-02-13,US,Email,0
3995,2023-05-17,UK,Referral,1
3996,2023-03-15,US,Email,1
3997,2023-02-05,FR,Paid Ads,0
3998,2023-04-11,ES,Organic,1
3999,2023-06-05,US,Organic,0
4000,2023-09-12,DE,Email,0
4001,2023-06-20,UK,Referral,1
4002,2023-08-04,DE,Organic,0
4003,2023-06-19,NL,Paid Ads,0
4004,2023-09-09,UK,Paid Ads,0
4005,2023-12-26,IT,Organic,1
4006,2023-11-18,DE,Paid Ads,0
4007,2023-02-24,UK,Organic,0
4008,2023-04-01,NL,Organic,0
4009,2023-10-05,US,Paid Ads,0
4010,2023-04-11,UK,Paid Ads,1
4011,2023-06-04,UK,Organic,1
4012,2023-12-15,UK,Paid Ads,1
4013,2023-12-30,ES,Organic,1
4014,2023-05-21,DE,Organic,1
4015,2023-06-22,IT,Organic,1
4016,2023-01-10,UK,Organic,1
4017,2023-08-16,UK,Organic,0
4018,2023-09-22,UK,Email,0
4019,2023-09-05,US,Paid Ads,0
4020,2023-09-04,NL,Organic,0
4021,2023-06-04,FR,Organic,1
4022,2023-02-03,UK,Organic,0
4023,2023-05-09,IT,Email,0
4024,2023-06-09,ES,Organic,0
4025,2023-03-30,UK,Organic,1
4026,2023-04-03,ES,Paid Ads,0
4027,2023-11-23,UK,Paid Ads,0
4028,2023-08-29,UK,Organic,0
4029,2023-11-19,UK,Paid Ads,1
4030,2023-04-27,US,Organic,0
4031,2023-04-04,US,Organic,0
4032,2023-06-12,UK,Referral,0
4033,2023-04-09,UK,Referral,0
4034,2023-04-23,ES,Paid Ads,1
4035,2023-12-25,NL,Organic,1
4036,2023-04-01,ES,Paid Ads,1
4037,2023-12-12,UK,Organic,1
4038,2023-07-25,UK,Referral,1
4039,2023-01-17,UK,Paid Ads,1
4040,2023-10-01,UK,Organic,1
4041,2023-06-22,DE,Paid Ads,0
4042,2023-04-26,DE,Referral,0
4043,2023-12-15,FR,Organic,1
4044,2023-06-30,FR,Email,1
4045,2023-04-01,UK,Email,0
4046,2023-03-23,UK,Organic,0
4047,2023-11-20,FR,Social,1
4048,2023-04-24,UK,Paid Ads,0
