order_item_id,order_id,product_category,quantity,unit_price
4703,1591,Clothing,1,46.26
4704,1591,Sports,1,1.0
4705,1592,Accessories,3,92.71
4706,1592,Electronics,1,93.85
4707,1592,Home,3,60.47
4708,1592,Accessories,1,1.0
4709,1593,Home,3,63.78
4710,1593,Sports,2,73.03
4711,1593,Accessories,2,40.59
4712,1593,Accessories,2,54.26
4713,1593,Sports,2,1.0
4714,1594,Electronics,2,50.16
4715,1594,Beauty,2,80.81
4716,1594,Home,3,79.75
4717,1594,Electronics,3,25.06
4718,1594,Clothing,1,1.0
4719,1595,Clothing,1,71.59
4720,1595,Clothing,2,31.26
4721,1595,Beauty,3,1.0
4722,1596,Sports,1,75.48
4723,1596,Accessories,3,59.31
4724,1597,Sports,3,50.35
4725,1597,Home,1,86.68
4726,1597,Clothing,1,1.0
4727,1598,Home,2,73.45
4728,1598,Accessories,1,92.43
4729,1598,Clothing,1,90.85
4730,1598,Sports,1,1.0
4731,1599,Electronics,1,62.4
4732,1600,Clothing,2,69.03
4733,1600,Home,1,66.78
4734,1600,Accessories,1,30.26
4735,1600,Home,3,12.48
4736,1600,Electronics,2,1.0
4737,1601,Electronics,3,55.34
4738,1601,Beauty,1,40.6
4739,1601,Accessories,3,79.87
4740,1601,Beauty,1,88.53
4741,1601,Sports,1,1.0
4742,1602,Clothing,1,20.81
4743,1602,Sports,1,13.8
4744,1602,Sports,2,11.01
4745,1602,Sports,1,79.54
4746,1603,Sports,2,41.77
4747,1603,Home,2,21.55
4748,1604,Sports,3,45.2
4749,1604,Clothing,1,86.92
4750,1604,Home,1,56.39
4751,1604,Clothing,2,47.1
4752,1604,Clothing,3,1.0
4753,1605,Clothing,1,22.39
4754,1605,Sports,3,15.01
4755,1605,Home,3,34.68
4756,1605,Clothing,3,84.75
4757,1605,Sports,1,1.0
4758,1606,Sports,3,27.5
4759,1607,Accessories,1,37.24
4760,1607,Clothing,1,1.0
4761,1608,Accessories,2,33.44
4762,1608,Sports,3,78.04
4763,1608,Beauty,2,12.03
4764,1608,Sports,1,63.44
4765,1608,Sports,1,1.0
4766,1609,Electronics,1,8.6
4767,1609,Accessories,3,41.66
4768,1609,Electronics,2,1.0
4769,1610,Sports,1,29.94
4770,1610,Clothing,1,59.49
4771,1610,Electronics,3,53.41
4772,1610,Home,2,1.0
4773,1611,Sports,2,23.94
4774,1611,Accessories,1,95.22
4775,1611,Clothing,3,19.24
4776,1612,Accessories,2,53.02
4777,1612,Beauty,2,1.0
4778,1613,Sports,2,60.02
4779,1613,Beauty,3,55.63
4780,1613,Sports,1,7.26
4781,1613,Home,3,55.24
4782,1613,Accessories,2,1.0
4783,1614,Home,1,11.03
4784,1614,Electronics,2,68.36
4785,1614,Beauty,3,23.62
4786,1614,Electronics,3,23.52
4787,1614,Clothing,2,1.0
4788,1615,Sports,2,82.86
4789,1615,Home,1,16.44
4790,1615,Accessories,1,70.26
4791,1615,Home,2,1.0
4792,1616,Electronics,1,84.58
4793,1616,Beauty,1,56.05
4794,1617,Beauty,3,21.06
4795,1617,Accessories,2,13.4
4796,1617,Electronics,2,1.0
4797,1618,Home,2,54.0
4798,1618,Home,1,11.09
4799,1618,Home,3,1.0
4800,1619,Clothing,1,44.79
4801,1619,Accessories,2,85.74
4802,1619,Clothing,2,25.38
4803,1619,Home,3,1.0
4804,1620,Sports,3,48.09
4805,1620,Electronics,2,94.92
4806,1620,Clothing,1,12.71
4807,1620,Electronics,1,46.17
4808,1620,Electronics,1,1.0
4809,1621,Beauty,1,101.59
4810,1622,Sports,3,22.09
4811,1623,Electronics,2,98.63
4812,1623,Beauty,3,1.0
4813,1624,Beauty,2,22.82
4814,1624,Sports,1,64.64
4815,1624,Clothing,2,90.61
4816,1624,Beauty,2,68.88
4817,1624,Beauty,2,1.0
4818,1625,Sports,2,25.27
4819,1625,Electronics,3,37.87
4820,1625,Clothing,2,72.89
4821,1625,Accessories,2,1.0
4822,1626,Home,2,27.26
4823,1626,Electronics,1,1.0
4824,1627,Home,3,27.31
4825,1627,Accessories,2,18.29
4826,1627,Accessories,2,18.06
4827,1627,Accessories,2,1.0
4828,1628,Clothing,2,99.65
4829,1628,Home,3,1.0
4830,1629,Home,1,99.37
4831,1629,Electronics,3,36.98
4832,1629,Home,3,1.0
4833,1630,Clothing,2,40.75
4834,1630,Accessories,2,27.98
4835,1630,Beauty,2,6.33
4836,1630,Home,2,18.21
4837,1630,Electronics,3,1.0
4838,1631,Sports,1,95.27
4839,1631,Sports,1,19.7
4840,1631,Beauty,1,1.0
4841,1632,Beauty,3,73.09
4842,1632,Clothing,3,27.85
4843,1632,Home,1,36.96
4844,1632,Home,2,88.66
4845,1632,Electronics,3,1.0
4846,1633,Accessories,1,47.4
4847,1634,Clothing,2,93.41
4848,1634,Home,3,95.81
4849,1634,Electronics,1,21.94
4850,1634,Electronics,2,1.0
4851,1635,Home,2,94.69
4852,1635,Accessories,1,1.0
4853,1636,Accessories,2,93.49
4854,1636,Sports,3,1.0
4855,1637,Electronics,3,76.09
4856,1637,Beauty,3,1.0
4857,1638,Accessories,1,48.45
4858,1638,Sports,2,81.44
4859,1638,Clothing,1,15.57
4860,1638,Sports,2,1.0
4861,1639,Clothing,2,83.18
4862,1640,Clothing,2,74.11
4863,1640,Home,2,47.74
4864,1640,Home,2,79.19
4865,1640,Home,3,55.78
4866,1640,Accessories,3,1.0
4867,1641,Sports,2,41.47
4868,1641,Home,1,46.66
4869,1641,Beauty,1,48.59
4870,1641,Electronics,1,1.0
4871,1642,Clothing,3,39.6
4872,1642,Accessories,1,88.19
4873,1643,Accessories,1,73.74
4874,1643,Accessories,3,77.28
4875,1643,Beauty,1,46.81
4876,1643,Accessories,2,1.0
4877,1644,Clothing,1,69.42
4878,1644,Sports,3,90.53
4879,1644,Accessories,3,1.0
4880,1645,Home,1,53.04
4881,1645,Home,2,25.63
4882,1646,Beauty,2,56.15
4883,1646,Accessories,3,56.38
4884,1646,Home,2,52.26
4885,1646,Accessories,2,84.4
4886,1646,Beauty,2,1.0
4887,1647,Home,3,73.6
4888,1647,Sports,2,1.0
4889,1648,Accessories,1,22.69
4890,1648,Electronics,2,11.31
4891,1649,Electronics,1,57.54
4892,1650,Electronics,2,26.84
4893,1650,Accessories,3,23.63
4894,1650,Home,1,34.85
4895,1651,Home,1,27.8
4896,1651,Electronics,3,59.12
4897,1652,Accessories,3,24.31
4898,1653,Beauty,1,15.49
4899,1653,Accessories,2,77.76
4900,1653,Sports,1,77.36
4901,1653,Beauty,3,82.84
4902,1653,Sports,1,1.0
4903,1654,Sports,2,63.16
4904,1654,Electronics,3,45.92
4905,1654,Accessories,2,78.24
4906,1654,Home,3,75.83
4907,1654,Accessories,2,1.0
4908,1655,Electronics,2,13.2
4909,1656,Clothing,1,27.24
4910,1657,Sports,1,61.95
4911,1658,Home,3,96.02
4912,1658,Beauty,3,1.0
4913,1659,Accessories,2,73.53
4914,1659,Accessories,3,31.02
4915,1659,Accessories,2,24.32
4916,1659,Electronics,3,1.0
4917,1660,Home,3,28.89
4918,1660,Clothing,3,30.59
4919,1660,Beauty,2,1.0
4920,1661,Beauty,3,62.5
4921,1661,Sports,2,74.8
4922,1661,Sports,2,1.0
4923,1662,Accessories,1,59.74
4924,1662,Beauty,1,24.45
4925,1662,Accessories,2,1.0
4926,1663,Accessories,3,69.85
4927,1663,Accessories,3,16.41
4928,1663,Beauty,1,37.91
4929,1663,Clothing,2,1.0
4930,1664,Clothing,1,62.04
4931,1664,Sports,1,70.37
4932,1665,Beauty,3,15.61
4933,1666,Electronics,2,87.46
4934,1666,Accessories,3,18.15
4935,1666,Beauty,2,28.5
4936,1666,Home,3,1.0
4937,1667,Beauty,1,85.13
4938,1667,Accessories,3,1.87
4939,1668,Electronics,3,10.81
4940,1668,Sports,1,70.55
4941,1668,Clothing,1,83.51
4942,1668,Home,1,16.87
4943,1669,Clothing,3,17.52
4944,1670,Sports,1,20.61
4945,1671,Home,2,83.49
4946,1672,Electronics,3,94.86
4947,1672,Accessories,1,37.72
4948,1672,Electronics,1,1.0
4949,1673,Electronics,3,90.97
4950,1673,Accessories,2,1.0
4951,1674,Electronics,2,15.98
4952,1674,Electronics,3,9.31
4953,1674,Beauty,2,32.67
4954,1674,Electronics,1,5.71
4955,1674,Clothing,2,1.0
4956,1675,Accessories,3,76.71
4957,1675,Home,2,1.0
4958,1676,Accessories,3,91.61
4959,1676,Sports,2,10.23
4960,1676,Clothing,3,34.39
4961,1676,Electronics,2,8.76
4962,1676,Clothing,3,1.0
4963,1677,Home,1,11.49
4964,1677,Clothing,3,94.65
4965,1677,Clothing,3,25.31
4966,1677,Home,2,56.99
4967,1677,Sports,1,1.0
4968,1678,Electronics,2,115.7
4969,1679,Accessories,3,57.5
4970,1679,Beauty,2,81.56
4971,1679,Home,2,1.0
4972,1680,Accessories,1,130.61
4973,1681,Sports,1,39.02
4974,1681,Beauty,1,37.29
4975,1681,Sports,3,1.0
4976,1682,Home,2,30.81
4977,1682,Sports,3,42.76
4978,1682,Electronics,3,87.29
4979,1682,Accessories,1,1.0
4980,1683,Beauty,3,67.32
4981,1683,Accessories,3,31.74
4982,1683,Accessories,3,33.06
4983,1683,Sports,1,28.96
4984,1683,Home,3,1.0
4985,1684,Beauty,3,49.1
4986,1684,Home,1,47.5
4987,1684,Home,2,51.8
4988,1684,Electronics,1,1.0
4989,1685,Electronics,1,39.05
4990,1685,Sports,2,63.44
4991,1686,Accessories,3,86.22
4992,1686,Sports,3,38.15
4993,1686,Accessories,1,34.42
4994,1686,Beauty,2,1.0
4995,1687,Beauty,3,23.03
4996,1687,Beauty,1,92.02
4997,1688,Sports,3,25.2
4998,1688,Sports,2,1.0
4999,1689,Accessories,2,78.4
5000,1689,Sports,3,10.93
5001,1689,Home,1,1.0
5002,1690,Electronics,1,8.93
5003,1690,Beauty,2,58.79
5004,1691,Clothing,1,78.22
5005,1691,Accessories,1,75.82
5006,1692,Beauty,3,8.65
5007,1693,Sports,3,41.12
5008,1693,Home,3,1.0
5009,1694,Beauty,2,30.9
5010,1694,Home,1,27.54
5011,1694,Clothing,3,51.96
5012,1694,Clothing,2,1.0
5013,1695,Accessories,1,151.85
5014,1696,Clothing,3,35.32
5015,1696,Clothing,2,1.0
5016,1697,Home,3,55.61
5017,1697,Home,1,32.79
5018,1697,Home,1,1.0
5019,1698,Clothing,3,66.54
5020,1698,Beauty,1,26.79
5021,1698,Electronics,1,97.85
5022,1698,Sports,2,1.0
5023,1699,Sports,1,62.35
5024,1699,Home,3,23.09
5025,1699,Clothing,2,27.69
5026,1699,Clothing,3,1.0
5027,1700,Accessories,1,27.6
5028,1700,Clothing,1,78.69
5029,1700,Beauty,2,19.92
5030,1701,Electronics,2,98.69
5031,1701,Home,2,18.03
5032,1701,Beauty,3,86.8
5033,1701,Clothing,2,1.0
5034,1702,Electronics,2,58.98
5035,1703,Accessories,2,7.81
5036,1703,Beauty,1,86.25
5037,1703,Home,1,69.12
5038,1703,Sports,2,41.56
5039,1703,Clothing,3,1.0
5040,1704,Home,2,43.07
5041,1704,Clothing,2,16.65
5042,1705,Accessories,3,43.8
5043,1705,Beauty,1,135.64
5044,1706,Home,2,28.38
5045,1706,Home,3,3.78
5046,1707,Clothing,3,81.61
5047,1707,Clothing,2,7.26
5048,1707,Sports,1,54.21
5049,1707,Sports,2,1.0
5050,1708,Electronics,1,19.84
5051,1708,Beauty,3,49.02
5052,1708,Electronics,1,1.0
5053,1709,Electronics,3,51.96
5054,1709,Home,1,18.7
5055,1709,Home,2,85.26
5056,1709,Electronics,2,16.8
5057,1709,Home,1,1.0
5058,1710,Clothing,1,128.19
5059,1711,Electronics,2,99.65
5060,1711,Home,2,91.48
5061,1711,Accessories,2,78.56
5062,1711,Beauty,3,1.0
5063,1712,Home,3,9.81
5064,1712,Beauty,1,43.8
5065,1712,Home,2,33.92
5066,1712,Electronics,1,13.72
5067,1713,Home,1,67.58
5068,1713,Beauty,3,13.36
5069,1714,Clothing,2,51.94
5070,1714,Accessories,2,90.43
5071,1714,Sports,3,1.0
5072,1715,Clothing,1,68.64
5073,1716,Electronics,2,73.9
5074,1716,Home,2,1.0
5075,1717,Home,3,64.79
5076,1717,Accessories,3,40.31
5077,1717,Home,1,59.15
5078,1717,Electronics,2,82.52
5079,1717,Electronics,3,1.0
5080,1718,Sports,2,14.62
5081,1718,Beauty,3,1.0
5082,1719,Sports,3,90.82
5083,1719,Sports,1,41.02
5084,1719,Accessories,3,19.72
5085,1719,Home,1,1.0
5086,1720,Clothing,3,32.48
5087,1720,Home,3,39.4
5088,1720,Home,1,46.29
5089,1720,Sports,3,1.0
5090,1721,Electronics,2,79.69
5091,1721,Sports,3,1.0
5092,1722,Electronics,2,85.76
5093,1723,Clothing,2,70.32
5094,1723,Electronics,3,11.17
5095,1723,Clothing,3,56.0
5096,1723,Beauty,2,1.0
5097,1724,Sports,2,135.34
5098,1725,Accessories,3,26.15
5099,1725,Home,3,100.0
5100,1725,Beauty,3,11.66
5101,1725,Beauty,2,1.0
5102,1726,Clothing,1,23.49
5103,1726,Sports,1,56.44
5104,1726,Sports,2,65.53
5105,1726,Electronics,2,56.76
5106,1726,Sports,2,1.0
5107,1727,Clothing,3,13.45
5108,1727,Home,3,87.65
5109,1727,Electronics,3,76.52
5110,1727,Accessories,3,1.0
5111,1728,Sports,3,65.33
5112,1728,Home,1,93.74
5113,1728,Accessories,3,62.41
5114,1728,Beauty,2,1.0
5115,1729,Accessories,2,64.62
5116,1729,Accessories,3,57.44
5117,1729,Beauty,2,20.38
5118,1729,Home,1,1.0
5119,1730,Sports,2,96.98
5120,1731,Accessories,3,12.51
5121,1731,Sports,3,35.32
5122,1731,Sports,2,68.59
5123,1731,Clothing,2,78.5
5124,1731,Accessories,1,1.0
5125,1732,Home,1,99.63
5126,1732,Electronics,2,71.19
5127,1732,Electronics,2,1.0
5128,1733,Clothing,3,41.76
5129,1733,Electronics,3,1.0
5130,1734,Clothing,3,71.8
5131,1734,Clothing,1,49.93
5132,1734,Beauty,3,1.0
5133,1735,Beauty,3,32.89
5134,1736,Beauty,1,91.89
5135,1736,Electronics,1,19.48
5136,1736,Sports,2,17.08
5137,1736,Electronics,2,16.37
5138,1736,Accessories,3,1.0
5139,1737,Sports,1,5.33
5140,1737,Beauty,1,79.81
5141,1737,Beauty,3,11.92
5142,1737,Accessories,1,30.7
5143,1738,Home,2,70.33
5144,1738,Clothing,3,1.0
5145,1739,Accessories,1,29.46
5146,1739,Electronics,2,28.48
5147,1739,Beauty,1,13.79
5148,1739,Electronics,1,69.12
5149,1739,Beauty,2,1.0
5150,1740,Sports,1,82.53
5151,1740,Accessories,1,79.53
5152,1740,Beauty,3,1.0
5153,1741,Sports,1,23.32
5154,1741,Home,1,5.47
5155,1741,Beauty,1,83.06
5156,1741,Home,3,1.0
5157,1742,Home,2,92.02
5158,1742,Clothing,2,22.65
5159,1743,Electronics,2,26.8
5160,1743,Electronics,1,1.0
5161,1744,Clothing,2,25.33
5162,1744,Beauty,1,86.19
5163,1745,Home,3,27.45
5164,1745,Accessories,1,84.89
5165,1745,Accessories,2,97.5
5166,1745,Accessories,1,1.0
5167,1746,Sports,1,20.41
5168,1746,Accessories,3,80.87
5169,1746,Clothing,2,39.2
5170,1746,Sports,1,1.0
5171,1747,Accessories,1,40.21
5172,1747,Home,2,45.04
5173,1747,Beauty,2,83.14
5174,1747,Accessories,1,74.94
5175,1747,Accessories,1,1.0
5176,1748,Home,3,92.6
5177,1748,Sports,2,67.36
5178,1748,Home,3,88.65
5179,1748,Electronics,2,1.0
5180,1749,Clothing,3,98.14
5181,1749,Clothing,2,52.71
5182,1749,Home,1,48.91
5183,1749,Sports,1,84.07
5184,1749,Electronics,1,1.0
5185,1750,Sports,2,79.38
5186,1750,Clothing,3,74.94
5187,1750,Sports,2,1.0
5188,1751,Beauty,1,85.0
5189,1751,Accessories,1,9.56
5190,1751,Accessories,1,7.9
5191,1751,Accessories,2,11.99
5192,1752,Accessories,3,62.32
5193,1752,Beauty,2,16.3
5194,1752,Accessories,1,37.78
5195,1752,Sports,1,70.67
5196,1752,Home,3,1.0
5197,1753,Clothing,3,72.27
5198,1754,Electronics,3,37.83
5199,1754,Electronics,1,2.93
5200,1755,Accessories,3,54.71
5201,1756,Electronics,3,76.77
5202,1756,Beauty,1,36.8
5203,1756,Clothing,2,10.55
5204,1756,Accessories,3,1.0
5205,1757,Home,2,41.39
5206,1757,Home,3,1.0
5207,1758,Clothing,2,26.97
5208,1758,Electronics,3,45.12
5209,1759,Beauty,1,34.73
5210,1759,Clothing,2,36.9
5211,1759,Clothing,2,56.12
5212,1759,Electronics,2,50.11
5213,1759,Electronics,3,1.0
5214,1760,Accessories,3,89.57
5215,1760,Sports,1,71.22
5216,1760,Sports,3,74.71
5217,1760,Clothing,2,6.49
5218,1760,Accessories,3,1.0
5219,1761,Sports,1,29.63
5220,1761,Accessories,1,1.0
5221,1762,Accessories,2,58.16
5222,1762,Sports,2,40.71
5223,1762,Electronics,3,10.06
5224,1762,Electronics,2,1.0
5225,1763,Electronics,2,50.24
5226,1764,Sports,3,23.87
5227,1764,Beauty,1,60.21
5228,1764,Electronics,3,5.75
5229,1764,Electronics,3,35.6
5230,1764,Home,2,1.0
5231,1765,Electronics,1,40.0
5232,1765,Clothing,3,9.1
5233,1766,Sports,3,55.83
5234,1766,Clothing,3,55.96
5235,1766,Accessories,1,5.64
5236,1766,Clothing,2,73.61
5237,1766,Accessories,3,1.0
5238,1767,Electronics,1,71.36
5239,1767,Clothing,3,6.41
5240,1768,Sports,3,30.47
5241,1768,Sports,1,50.52
5242,1768,Home,1,95.09
5243,1768,Beauty,2,1.0
5244,1769,Electronics,3,34.43
5245,1769,Electronics,2,69.27
5246,1769,Accessories,1,10.34
5247,1769,Electronics,2,57.55
5248,1769,Home,1,1.0
5249,1770,Beauty,1,98.76
5250,1770,Electronics,2,36.93
5251,1770,Sports,3,79.73
5252,1770,Beauty,3,54.85
5253,1770,Home,1,1.0
5254,1771,Electronics,2,4.65
5255,1772,Clothing,1,38.66
5256,1772,Electronics,3,27.17
5257,1772,Home,2,87.48
5258,1772,Home,2,90.88
5259,1772,Beauty,2,1.0
5260,1773,Accessories,2,39.76
5261,1773,Accessories,2,73.0
5262,1773,Home,3,76.06
5263,1773,Sports,3,1.0
5264,1774,Accessories,2,79.91
5265,1774,Beauty,3,29.4
5266,1774,Sports,1,7.93
5267,1774,Beauty,1,1.0
5268,1775,Beauty,3,89.1
5269,1775,Electronics,2,14.73
5270,1775,Clothing,1,1.0
5271,1776,Beauty,3,75.5
5272,1776,Home,3,22.78
5273,1776,Electronics,1,89.96
5274,1776,Sports,1,1.0
5275,1777,Home,3,66.44
5276,1777,Clothing,2,83.36
5277,1777,Beauty,3,1.0
5278,1778,Accessories,3,54.26
5279,1778,Clothing,3,7.07
5280,1778,Accessories,1,1.0
5281,1779,Clothing,3,5.72
5282,1780,Clothing,1,41.14
5283,1780,Beauty,1,1.0
5284,1781,Sports,1,59.35
5285,1781,Accessories,3,8.44
5286,1781,Beauty,2,46.18
5287,1781,Beauty,1,1.0
5288,1782,Clothing,3,90.61
5289,1782,Electronics,3,58.58
5290,1782,Electronics,2,60.16
5291,1782,Clothing,1,1.0
5292,1783,Electronics,1,21.91
5293,1783,Electronics,2,6.17
5294,1784,Accessories,2,74.76
5295,1785,Accessories,2,66.46
5296,1785,Home,3,36.04
5297,1785,Home,2,38.51
5298,1785,Electronics,3,98.14
5299,1785,Accessories,1,1.0
5300,1786,Clothing,3,74.1
5301,1786,Home,1,15.08
5302,1786,Clothing,2,74.29
5303,1786,Sports,3,1.0
5304,1787,Accessories,2,54.86
5305,1787,Sports,2,1.0
5306,1788,Electronics,1,92.57
5307,1788,Clothing,3,15.31
5308,1788,Beauty,1,72.16
5309,1788,Beauty,2,54.32
5310,1788,Sports,1,1.0
5311,1789,Sports,2,42.27
5312,1789,Electronics,3,14.72
5313,1790,Accessories,2,38.23
5314,1791,Electronics,3,7.07
5315,1791,Home,2,97.85
5316,1791,Sports,3,89.02
5317,1791,Sports,1,1.0
5318,1792,Accessories,2,72.0
5319,1792,Clothing,3,1.0
5320,1793,Accessories,3,87.89
5321,1794,Beauty,1,59.32
5322,1794,Beauty,2,14.4
5323,1795,Electronics,1,30.87
5324,1795,Clothing,2,18.1
5325,1795,Electronics,2,44.6
5326,1795,Electronics,2,1.0
5327,1796,Accessories,2,53.43
5328,1796,Sports,1,17.35
5329,1796,Home,1,3.73
5330,1797,Clothing,3,41.55
5331,1798,Sports,3,48.08
5332,1798,Accessories,1,11.65
5333,1798,Sports,3,49.15
5334,1798,Clothing,1,1.0
5335,1799,Beauty,2,43.06
5336,1799,Sports,3,16.82
5337,1799,Clothing,3,13.87
5338,1799,Sports,2,73.11
5339,1799,Sports,2,1.0
5340,1800,Accessories,3,92.68
5341,1801,Beauty,1,49.58
5342,1801,Home,2,13.92
5343,1801,Sports,2,23.27
5344,1801,Electronics,3,38.76
5345,1801,Home,2,1.0
5346,1802,Clothing,1,66.25
5347,1803,Beauty,2,97.46
5348,1803,Beauty,3,92.04
5349,1803,Sports,2,1.0
5350,1804,Home,2,42.55
5351,1805,Sports,2,50.95
5352,1806,Electronics,2,63.0
5353,1806,Electronics,3,53.95
5354,1806,Home,3,37.98
5355,1806,Clothing,3,1.0
5356,1807,Clothing,3,64.32
5357,1807,Clothing,3,1.0
5358,1808,Clothing,2,31.2
5359,1809,Beauty,3,74.99
5360,1809,Clothing,1,91.07
5361,1809,Clothing,3,66.76
5362,1809,Sports,1,82.47
5363,1809,Electronics,3,1.0
5364,1810,Accessories,2,48.77
5365,1810,Beauty,1,94.92
5366,1811,Clothing,2,45.29
5367,1811,Clothing,3,39.99
5368,1811,Beauty,3,1.0
5369,1812,Home,3,52.05
5370,1812,Electronics,2,12.62
5371,1812,Clothing,2,43.39
5372,1812,Sports,1,74.31
5373,1812,Sports,3,1.0
5374,1813,Sports,2,8.12
5375,1813,Accessories,2,64.77
5376,1813,Beauty,3,1.0
5377,1814,Electronics,1,30.59
5378,1814,Accessories,3,20.18
5379,1815,Clothing,2,35.46
5380,1815,Sports,3,92.47
5381,1815,Electronics,1,48.6
5382,1815,Sports,2,1.0
5383,1816,Electronics,3,5.09
5384,1816,Clothing,2,12.03
5385,1817,Home,3,9.77
5386,1817,Electronics,1,123.38
5387,1818,Clothing,1,29.28
5388,1818,Electronics,3,13.1
5389,1819,Sports,2,17.98
5390,1819,Beauty,3,8.82
5391,1819,Sports,2,77.88
5392,1819,Clothing,2,1.0
5393,1820,Electronics,1,35.59
5394,1820,Sports,2,56.21
5395,1820,Accessories,3,75.13
5396,1820,Home,1,22.67
5397,1820,Clothing,1,1.0
5398,1821,Clothing,3,80.7
5399,1821,Accessories,3,1.0
5400,1822,Electronics,2,26.5
5401,1822,Clothing,1,23.41
5402,1823,Clothing,2,36.77
5403,1824,Clothing,2,99.48
5404,1824,Home,2,98.88
5405,1824,Sports,1,52.24
5406,1824,Electronics,1,56.3
5407,1824,Electronics,1,1.0
5408,1825,Beauty,1,24.38
5409,1825,Electronics,3,91.64
5410,1825,Home,1,58.34
5411,1825,Home,2,1.0
5412,1826,Beauty,1,9.54
5413,1826,Accessories,3,39.08
5414,1826,Sports,1,70.43
5415,1827,Electronics,2,49.96
5416,1827,Electronics,1,70.32
5417,1827,Clothing,3,97.31
5418,1827,Home,1,1.0
5419,1828,Home,1,99.01
5420,1828,Clothing,3,74.35
5421,1828,Beauty,3,1.0
5422,1829,Accessories,3,94.28
5423,1829,Sports,1,61.18
5424,1829,Sports,3,55.79
5425,1829,Clothing,2,1.0
5426,1830,Home,2,70.66
5427,1830,Electronics,2,48.92
5428,1830,Beauty,1,27.09
5429,1830,Beauty,2,1.0
5430,1831,Accessories,3,57.69
5431,1831,Sports,1,60.1
5432,1831,Clothing,3,42.7
5433,1831,Sports,1,1.0
5434,1832,Accessories,3,10.54
5435,1832,Sports,2,8.18
5436,1833,Accessories,2,94.4
5437,1833,Sports,3,98.4
5438,1833,Home,3,11.16
5439,1833,Home,2,55.37
5440,1833,Clothing,1,1.0
5441,1834,Beauty,2,49.52
5442,1835,Clothing,2,28.09
5443,1836,Accessories,3,54.13
5444,1836,Beauty,2,86.57
5445,1836,Electronics,3,19.94
5446,1836,Clothing,2,1.0
5447,1837,Home,2,17.87
5448,1837,Sports,1,64.35
5449,1837,Beauty,3,81.26
5450,1837,Sports,2,1.0
5451,1838,Home,2,37.63
5452,1838,Accessories,1,14.56
5453,1838,Accessories,1,1.0
5454,1839,Clothing,1,56.31
5455,1839,Accessories,3,87.82
5456,1839,Sports,2,1.0
5457,1840,Clothing,3,15.55
5458,1841,Accessories,1,64.19
5459,1841,Accessories,1,93.18
5460,1841,Electronics,3,61.95
5461,1841,Home,3,1.0
5462,1842,Beauty,1,40.49
5463,1843,Electronics,2,80.31
5464,1843,Sports,2,63.1
5465,1843,Sports,3,18.54
5466,1843,Clothing,2,5.79
5467,1843,Accessories,2,1.0
5468,1844,Beauty,1,12.95
5469,1844,Home,1,14.43
5470,1844,Beauty,1,47.24
5471,1844,Accessories,3,6.98
5472,1845,Clothing,3,83.61
5473,1845,Electronics,3,27.56
5474,1845,Electronics,3,92.08
5475,1845,Sports,1,83.43
5476,1845,Beauty,1,1.0
5477,1846,Beauty,3,31.62
5478,1846,Beauty,1,1.0
5479,1847,Sports,3,20.25
5480,1848,Home,1,40.17
5481,1848,Clothing,1,50.07
5482,1848,Accessories,1,22.35
5483,1848,Sports,1,98.12
5484,1848,Accessories,1,24.98
5485,1849,Accessories,1,166.23
5486,1850,Accessories,1,69.8
5487,1850,Accessories,3,60.48
5488,1850,Accessories,1,53.68
5489,1850,Accessories,3,38.45
5490,1850,Home,1,1.0
5491,1851,Sports,2,57.65
5492,1851,Home,1,46.81
5493,1851,Electronics,3,12.95
5494,1851,Home,2,32.84
5495,1852,Electronics,1,80.5
5496,1852,Accessories,2,9.27
5497,1853,Electronics,2,17.53
5498,1853,Electronics,1,65.68
5499,1853,Electronics,2,62.52
5500,1853,Electronics,3,46.29
5501,1853,Accessories,2,1.0
5502,1854,Electronics,3,93.5
5503,1854,Sports,1,51.87
5504,1854,Beauty,3,5.16
5505,1854,Clothing,2,78.8
5506,1854,Electronics,3,1.0
5507,1855,Sports,1,11.93
5508,1855,Sports,1,60.94
5509,1855,Clothing,3,57.29
5510,1855,Sports,3,1.0
5511,1856,Accessories,3,9.13
5512,1856,Electronics,1,70.69
5513,1856,Beauty,3,77.3
5514,1856,Beauty,3,78.53
5515,1856,Home,3,1.0
5516,1857,Beauty,1,30.92
5517,1857,Clothing,2,37.07
5518,1857,Beauty,2,36.5
5519,1857,Beauty,3,34.95
5520,1857,Sports,2,1.0
5521,1858,Sports,3,48.81
5522,1858,Accessories,1,73.29
5523,1858,Electronics,1,43.24
5524,1858,Home,2,63.79
5525,1858,Accessories,2,1.0
5526,1859,Accessories,1,25.01
5527,1860,Clothing,1,136.87
5528,1861,Electronics,1,77.6
5529,1861,Clothing,3,49.7
5530,1861,Accessories,2,1.0
5531,1862,Home,3,26.16
5532,1862,Home,1,1.0
5533,1863,Clothing,3,97.13
5534,1863,Beauty,1,79.62
5535,1863,Beauty,1,69.96
5536,1863,Sports,1,13.74
5537,1863,Clothing,3,1.0
5538,1864,Sports,1,77.21
5539,1864,Accessories,3,47.05
5540,1864,Clothing,2,72.94
5541,1864,Accessories,2,1.0
5542,1865,Accessories,2,60.7
5543,1866,Clothing,2,45.38
5544,1867,Electronics,3,82.91
5545,1867,Accessories,3,15.08
5546,1867,Accessories,1,14.43
5547,1867,Home,1,1.0
5548,1868,Electronics,1,194.47
5549,1869,Accessories,2,14.55
